index,PearsonCorrelation,PearsonCorrelationPvalue,SpearmanCorrelation,SpearmanCorrelationPvalue,pearson > 0.3,pearson < -0.3,spearman > 0.3,spearman < -0.3
391,-0.108990478,0,-0.1708708,0,0,0,0,0
392,-0.041477646,0.0019823,0.0304367,0.0232602,0,0,0,0
393,0.014210938,0.2894773,0.0321051,0.0166851,0,0,0,0
394,-0.013632359,0.3095636,0.029149,0.0297734,0,0,0,0
395,-0.004858971,0.7172275,0.0333325,0.0129502,0,0,0,0
396,-0.011632895,0.3858928,0.0335881,0.0122727,0,0,0,0
397,-0.017314894,0.1968194,0.0336871,0.0120189,0,0,0,0
398,-0.007176636,0.5927058,0.0310286,0.0207074,0,0,0,0
399,0.019586329,0.1442869,0.0321962,0.0163785,0,0,0,0
400,0.017340208,0.1961655,0.0331799,0.0133704,0,0,0,0
401,0.011902496,0.3749784,0.0486705,0.0002836,0,0,0,0
402,0.001340943,0.920386,0.268157,0,0,0,0,0
403,0.027743528,0.0386148,0.2692367,0,0,0,0,0
404,-0.030225847,0.0242336,0.1558274,0,0,0,0,0
405,-0.066669113,0.0000007,0.1371879,0,0,0,0,0
406,-0.057167969,0.00002,0.1348419,0,0,0,0,0
407,-0.054659093,0.0000456,0.1328326,0,0,0,0,0
408,-0.048955098,0.0002612,0.1330909,0,0,0,0,0
409,-0.063014405,0.0000026,0.1350314,0,0,0,0,0
410,-0.072490126,0.0000001,0.1346423,0,0,0,0,0
411,-0.133670351,0,-0.1697349,0,0,0,0,0
412,-0.119622466,0,-0.1643137,0,0,0,0,0
413,-0.129451751,0,-0.1652008,0,0,0,0,0
414,-0.111028646,0,-0.159258,0,0,0,0,0
415,-0.125219246,0,-0.1596189,0,0,0,0,0
416,-0.127304056,0,-0.1482623,0,0,0,0,0
417,-0.178077618,0,-0.2171318,0,0,0,0,0
418,-0.245449051,0,-0.2145103,0,0,0,0,0
419,-0.138209119,0,0.0007282,0.9567161,0,0,0,0
420,-0.201042613,0,-0.0037398,0.7804383,0,0,0,0
421,-0.202407264,0,-0.0028401,0.8323529,0,0,0,0
422,-0.188941031,0,-0.0020985,0.8757109,0,0,0,0
423,-0.192319544,0,-0.0017512,0.8961505,0,0,0,0
424,-0.174780683,0,-0.0002067,0.9877061,0,0,0,0
425,-0.169649072,0,0.0136565,0.3087091,0,0,0,0
426,-0.132247998,0,0.0115131,0.3908056,0,0,0,0
427,-0.074956233,0,0.013571,0.3117464,0,0,0,0
428,-0.2726536,0,-0.2263141,0,0,0,0,0
